"연월","업종명","이용자구분","성별","이용자수","이용건수","이용금액"
"201802","스포츠 및 레크레이션 용품 임대업","내국인","남성","3236","3530","287060460"
"201802","스포츠 및 레크레이션 용품 임대업","내국인","알수없음","15","15","1633800"
"201802","스포츠 및 레크레이션 용품 임대업","내국인","여성","1914","2104","180890770"
"201802","스포츠 및 레크레이션 용품 임대업","법인","알수없음","1933","2137","416861360"
"201802","스포츠 및 레크레이션 용품 임대업","제주도민","남성","9157","9939","1091027885"
"201802","스포츠 및 레크레이션 용품 임대업","제주도민","여성","8483","9112","1113423780"
"201802","스포츠 및 레크레이션 용품 임대업","중국","알수없음","73","86","16322000"
"201802","여관업","기타외국","알수없음","12","12","1085400"
"201802","여관업","내국인","남성","10282","10895","750279313"
"201802","여관업","내국인","알수없음","11","11","1696300"
"201802","여관업","내국인","여성","8145","8797","557774997"
"201802","여관업","동남아","알수없음","5","5","343200"
"201802","여관업","법인","알수없음","6379","7998","2180701223"
"201802","여관업","제주도민","남성","4834","5099","275571140"
"201802","여관업","제주도민","여성","1988","2121","101295992"
"201802","여관업","중국","알수없음","34","34","3529580"
"201802","여행사업","내국인","남성","507","535","52839306"
"201802","여행사업","내국인","여성","635","659","61744550"
"201802","여행사업","법인","알수없음","283","298","252015283"
"201802","여행사업","일본","알수없음","2","2","13900"
"201802","여행사업","제주도민","남성","86","104","14737600"
"201802","여행사업","제주도민","여성","79","84","22507550"
"201802","욕탕업","내국인","남성","2931","3138","49559100"
"201802","욕탕업","내국인","알수없음","3","3","62600"
"201802","욕탕업","내국인","여성","1752","1867","30864800"
"201802","욕탕업","법인","알수없음","950","1005","33741000"
"201802","욕탕업","제주도민","남성","4578","4862","90769200"
"201802","욕탕업","제주도민","여성","2848","3020","67368200"
"201802","육류 소매업","내국인","남성","2528","2678","144196429"
"201802","육류 소매업","내국인","알수없음","15","17","561900"
"201802","육류 소매업","내국인","여성","2247","2375","129242621"
"201802","육류 소매업","법인","알수없음","3750","4165","982368771"
"201802","육류 소매업","제주도민","남성","8983","9537","693098823"
"201802","육류 소매업","제주도민","여성","9572","10133","721543647"
"201802","일반유흥 주점업","내국인","남성","2692","3041","621720600"
"201802","일반유흥 주점업","내국인","알수없음","4","4","808000"
"201802","일반유흥 주점업","내국인","여성","729","819","96816500"
"201802","일반유흥 주점업","법인","알수없음","1977","2114","804527300"
"201802","일반유흥 주점업","제주도민","남성","7704","8504","1764120343"
"201802","일반유흥 주점업","제주도민","여성","2017","2139","214741651"
"201802","일식 음식점업","기타외국","알수없음","3","3","381000"
"201802","일식 음식점업","내국인","남성","7787","7875","618058450"
"201802","일식 음식점업","내국인","알수없음","8","8","326000"
"201802","일식 음식점업","내국인","여성","5645","5715","377086050"
"201802","일식 음식점업","법인","알수없음","7012","7274","872790140"
"201802","일식 음식점업","일본","알수없음","3","3","185500"
"201802","일식 음식점업","제주도민","남성","10879","11068","712301345"
"201802","일식 음식점업","제주도민","여성","7224","7347","362457290"
"201802","자동차 임대업","기타외국","알수없음","4","4","233700"
"201802","자동차 임대업","내국인","남성","7078","7197","493826808"
"201802","자동차 임대업","내국인","알수없음","5","6","978600"
"201802","자동차 임대업","내국인","여성","4080","4155","252392965"
"201802","자동차 임대업","동남아","알수없음","1","1","345000"
"201802","자동차 임대업","법인","알수없음","3006","3072","298071081"
"201802","자동차 임대업","제주도민","남성","341","356","47026620"
"201802","자동차 임대업","제주도민","여성","146","149","17836820"
"201802","자동차 임대업","중국","알수없음","1","1","32800"
"201802","전시 및 행사 대행업","내국인","남성","11199","12323","355199320"
"201802","전시 및 행사 대행업","내국인","알수없음","21","21","984400"
"201802","전시 및 행사 대행업","내국인","여성","9902","10889","266832080"
"201802","전시 및 행사 대행업","법인","알수없음","2210","2528","165754770"
"201802","전시 및 행사 대행업","제주도민","남성","1780","2023","61086120"
"201802","전시 및 행사 대행업","제주도민","여성","1660","1858","52447170"
"201802","전시 및 행사 대행업","중국","알수없음","3","3","141300"
"201802","정기 항공 운송업","내국인","남성","11308","10952","1766248218"
"201802","정기 항공 운송업","내국인","알수없음","21","40","7876495"
"201802","정기 항공 운송업","내국인","여성","10671","10247","1611952229"
"201802","정기 항공 운송업","법인","알수없음","3499","4180","755732075"
"201802","정기 항공 운송업","제주도민","남성","2236","2184","154553400"
"201802","정기 항공 운송업","제주도민","여성","1858","1874","116578907"
"201802","중식 음식점업","기타외국","알수없음","1","1","6000"
"201802","중식 음식점업","내국인","남성","5574","5707","158298281"
"201802","중식 음식점업","내국인","알수없음","15","15","840000"
"201802","중식 음식점업","내국인","여성","2624","2679","75285410"
"201802","중식 음식점업","법인","알수없음","8054","8690","349423771"
"201802","중식 음식점업","제주도민","남성","14339","14738","412993858"
"201802","중식 음식점업","제주도민","여성","7469","7615","216708696"
"201802","중식 음식점업","중국","알수없음","2","2","38000"
"201802","차량용 가스 충전업","내국인","남성","2379","2445","103363584"
"201802","차량용 가스 충전업","내국인","여성","1254","1293","57981210"
"201802","차량용 가스 충전업","법인","알수없음","2935","3062","388144385"
"201802","차량용 가스 충전업","제주도민","남성","4916","5057","309660689"
"201802","차량용 가스 충전업","제주도민","여성","3390","3449","272271187"
"201802","차량용 주유소 운영업","내국인","남성","36764","38106","1782034456"
"201802","차량용 주유소 운영업","내국인","알수없음","55","55","2645912"
"201802","차량용 주유소 운영업","내국인","여성","18532","19135","792300212"
"201802","차량용 주유소 운영업","법인","알수없음","47646","50965","4054215679"
"201802","차량용 주유소 운영업","제주도민","남성","87495","91551","6118933024"
"201802","차량용 주유소 운영업","제주도민","여성","40268","41460","2485326439"
"201802","체인화 편의점","내국인","남성","154398","174282","1486524161"
"201802","체인화 편의점","내국인","알수없음","257","286","2510700"
"201802","체인화 편의점","내국인","여성","83631","92490","800547665"
"201802","체인화 편의점","법인","알수없음","44045","49891","601482230"
"201802","체인화 편의점","제주도민","남성","278271","314460","2550841058"
"201802","체인화 편의점","제주도민","여성","145556","163090","1400550276"
"201802","체인화 편의점","중국","알수없음","42","46","1273270"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","남성","16155","17162","209825151"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","알수없음","62","70","703900"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","여성","12467","13294","156131035"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","동남아","알수없음","1","1","64500"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","법인","알수없음","7522","8160","203392065"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","남성","29290","31048","411172520"
"201802","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","여성","27674","29438","380006900"
"201802","한식 음식점업","기타외국","알수없음","44","45","2445000"
"201802","한식 음식점업","내국인","남성","127797","133249","5399703360"
"201802","한식 음식점업","내국인","알수없음","184","191","7677700"
"201802","한식 음식점업","내국인","여성","90995","95018","3538199565"
"201802","한식 음식점업","동남아","알수없음","11","11","553500"
"201802","한식 음식점업","법인","알수없음","119994","134088","8421212955"
"201802","한식 음식점업","일본","알수없음","31","31","1245900"
